gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_taxon_id,ortholog_sources,num_ortholog_sources
Dnajc15,66148,ENSMUSG00000022013,DNAJC15,29103,ENSG00000120675,DNAJC15,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Dram2,67171,ENSMUSG00000027900,DRAM2,128338,ENSG00000156171,DRAM2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ech1,51798,ENSMUSG00000053898,ECH1,1891,ENSG00000104823,ECH1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Echs1,93747,ENSMUSG00000025465,ECHS1,1892,ENSG00000127884,ECHS1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Elmod3,232089,ENSMUSG00000056698,ELMOD3,84173,ENSG00000115459,ELMOD3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Elovl6,170439,ENSMUSG00000041220,ELOVL6,79071,ENSG00000170522,ELOVL6,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Enpp2,18606,ENSMUSG00000022425,ENPP2,5168,ENSG00000136960,ENPP2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ephx2,13850,ENSMUSG00000022040,EPHX2,2053,ENSG00000120915,EPHX2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Esrra,26379,ENSMUSG00000024955,ESRRA,2101,ENSG00000173153,ESRRA,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
Esyt1,23943,ENSMUSG00000025366,ESYT1,23344,ENSG00000139641,ESYT1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Etfb,110826,ENSMUSG00000004610,ETFB,2109,ENSG00000105379,ETFB,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Fabp4,11770,ENSMUSG00000062515,FABP4,2167,ENSG00000170323,FABP4,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
Fah,14085,ENSMUSG00000030630,FAH,2184,ENSG00000103876,FAH,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Fzd4,14366,ENSMUSG00000049791,FZD4,8322,ENSG00000174804,FZD4,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
G3bp2,23881,ENSMUSG00000029405,G3BP2,9908,ENSG00000138757,G3BP2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gadd45a,13197,ENSMUSG00000036390,GADD45A,1647,ENSG00000116717,GADD45A,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gbe1,74185,ENSMUSG00000022707,GBE1,2632,ENSG00000114480,GBE1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ghitm,66092,ENSMUSG00000041028,GHITM,27069,ENSG00000165678,GHITM,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gpam,14732,ENSMUSG00000024978,GPAM,57678,ENSG00000119927,GPAM,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Gpat4,102247,ENSMUSG00000031545,GPAT4,137964,ENSG00000158669,AGPAT6,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gpd2,14571,ENSMUSG00000026827,GPD2,2820,ENSG00000115159,GPD2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gphn,268566,ENSMUSG00000047454,GPHN,10243,ENSG00000171723,GPHN,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Gpx3,14778,ENSMUSG00000018339,GPX3,2878,ENSG00000211445,GPX3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gpx4,625249,ENSMUSG00000075706,GPX4,2879,ENSG00000167468,GPX4,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Grpel1,17713,ENSMUSG00000029198,GRPEL1,80273,ENSG00000109519,GRPEL1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hadh,15107,ENSMUSG00000027984,HADH,3033,ENSG00000138796,HADH,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hibch,227095,ENSMUSG00000041426,HIBCH,26275,ENSG00000198130,HIBCH,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hspb8,80888,ENSMUSG00000041548,HSPB8,26353,ENSG00000152137,HSPB8,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Idh1,15926,ENSMUSG00000025950,IDH1,3417,ENSG00000138413,IDH1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Idh3a,67834,ENSMUSG00000032279,IDH3A,3419,ENSG00000166411,IDH3A,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Idh3g,15929,ENSMUSG00000002010,IDH3G,3421,ENSG00000067829,IDH3G,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ifngr1,15979,ENSMUSG00000020009,IFNGR1,3459,ENSG00000027697,IFNGR1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Immt,76614,ENSMUSG00000052337,IMMT,10989,ENSG00000132305,IMMT,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Itga7,16404,ENSMUSG00000025348,ITGA7,3679,ENSG00000135424,ITGA7,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Itih5,209378,ENSMUSG00000025780,ITIH5,80760,ENSG00000123243,ITIH5,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Itsn1,16443,ENSMUSG00000022957,ITSN1,6453,ENSG00000205726,ITSN1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Jagn1,67767,ENSMUSG00000051256,JAGN1,84522,ENSG00000171135,JAGN1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
Lama4,16775,ENSMUSG00000019846,LAMA4,3910,ENSG00000112769,LAMA4,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lep,16846,ENSMUSG00000059201,LEP,3952,ENSG00000174697,LEP,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lifr,16880,ENSMUSG00000054263,LIFR,3977,ENSG00000113594,LIFR,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lipe,16890,ENSMUSG00000003123,LIPE,3991,ENSG00000079435,LIPE,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lpcat3,14792,ENSMUSG00000004270,LPCAT3,10162,ENSG00000111684,LPCAT3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lpl,16956,ENSMUSG00000015568,LPL,4023,ENSG00000175445,LPL,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,9
Ltc4s,17001,ENSMUSG00000020377,LTC4S,4056,ENSG00000213316,LTC4S,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam,8
Map4k3,225028,ENSMUSG00000024242,MAP4K3,8491,ENSG00000011566,MAP4K3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Mccc1,72039,ENSMUSG00000027709,MCCC1,56922,ENSG00000078070,MCCC1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mdh2,17448,ENSMUSG00000019179,MDH2,4191,ENSG00000146701,MDH2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Me1,17436,ENSMUSG00000032418,ME1,4199,ENSG00000065833,ME1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Mgll,23945,ENSMUSG00000033174,MGLL,11343,ENSG00000074416,MGLL,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mgst3,66447,ENSMUSG00000026688,MGST3,4259,ENSG00000143198,MGST3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Miga2,108958,ENSMUSG00000026858,MIGA2,84895,ENSG00000148343,FAM73B,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mrap,77037,ENSMUSG00000039956,MRAP,56246,ENSG00000170262,MRAP,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mrpl15,27395,ENSMUSG00000033845,MRPL15,29088,ENSG00000137547,MRPL15,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Mtarc2,67247,ENSMUSG00000073481,MTARC2,54996,ENSG00000117791,MOSC2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mtch2,56428,ENSMUSG00000027282,MTCH2,23788,ENSG00000109919,MTCH2,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mylk,107589,ENSMUSG00000022836,MYLK,4638,ENSG00000065534,MYLK,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nabp1,109019,ENSMUSG00000026107,NABP1,64859,ENSG00000173559,OBFC2A,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ndufa5,68202,ENSMUSG00000023089,NDUFA5,4698,ENSG00000128609,NDUFA5,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ndufab1,70316,ENSMUSG00000030869,NDUFAB1,4706,ENSG00000004779,NDUFAB1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ndufb7,66916,ENSMUSG00000033938,NDUFB7,4713,ENSG00000099795,NDUFB7,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Ndufs3,68349,ENSMUSG00000005510,NDUFS3,4722,ENSG00000213619,NDUFS3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nkiras1,69721,ENSMUSG00000021772,NKIRAS1,28512,ENSG00000197885,NKIRAS1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nmt1,18107,ENSMUSG00000020936,NMT1,4836,ENSG00000136448,NMT1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Omd,27047,ENSMUSG00000048368,OMD,4958,ENSG00000127083,OMD,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Orm1,18405,ENSMUSG00000039196,ORM1,5004,ENSG00000229314,ORM1,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
Pdcd4,18569,ENSMUSG00000024975,PDCD4,27250,ENSG00000150593,PDCD4,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pemt,18618,ENSMUSG00000000301,PEMT,10400,ENSG00000133027,PEMT,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pex14,56273,ENSMUSG00000028975,PEX14,5195,ENSG00000142655,PEX14,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pfkfb3,170768,ENSMUSG00000026773,PFKFB3,5209,ENSG00000170525,PFKFB3,M5905,HALLMARK_ADIPOGENESIS,H,"",Hallmark,Genes up-regulated during adipocyte differentiation (adipogenesis).,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
